Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,3316.19999992847,1,High,949.799999952316
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,1589,1,High,558.299999952316
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,633,1,High,510.399999976158
4,1,0.75,E,0,High,0,Happy,20,0,Happy,521.899999976158,1,High,595.800000071526
5,1,0.75,E,0,High,0,Happy,0,0,Happy,540.700000047684,1,High,389.700000047684
6,1,0.75,UE,0,High,1,Sad,100,0,Happy,841.799999952316,0,Low,815.399999976158
7,1,0.75,E,1,Low,1,Sad,60,1,Sad,585.100000023842,1,High,568.600000023842
8,1,0.75,E,0,High,0,Happy,20,1,Sad,1285.70000004768,0,Low,466.300000071526
9,1,0.75,UE,1,Low,0,Happy,20,1,Sad,440.200000047684,0,Low,666
10,1,0.75,E,1,Low,1,Sad,100,0,Happy,370.700000047684,0,Low,661.800000071526
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,508.300000071526,0,Low,1382.10000002384
12,1,0.75,E,0,High,0,Happy,40,1,Sad,264.599999904633,0,Low,1720
13,1,0.75,E,1,Low,1,Sad,60,0,Happy,259.799999952316,0,Low,916.100000023842
14,1,0.75,E,1,Low,1,Sad,60,0,Happy,916.399999976158,1,High,1097.39999997616
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,213.700000047684,1,High,1298.89999997616
16,1,0.75,UE,0,High,1,Sad,80,0,Happy,616.799999952316,1,High,915.600000023842
17,1,0.75,E,0,High,0,Happy,0,1,Sad,421.699999928474,1,High,527
18,1,0.75,E,0,High,0,Happy,20,0,Happy,370.699999928474,1,High,790.699999928474
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,465.5,1,High,905.600000023842
20,1,0.75,E,0,High,0,Happy,0,1,Sad,1637.10000002384,1,High,747.900000095367
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,228.200000047684,1,High,1013
22,1,0.75,E,0,High,0,Happy,20,0,Happy,1044.79999995232,1,High,577.399999976158
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,812.399999976158,0,Low,768.800000071526
24,1,0.75,E,0,High,0,Happy,40,1,Sad,752.700000047684,0,Low,726.5
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,468.199999928474,1,High,398.600000023842
26,1,0.75,E,1,Low,1,Sad,80,0,Happy,871.200000047684,1,High,496.100000023842
27,1,0.75,E,0,High,0,Happy,0,1,Sad,247.5,1,High,641.399999976158
28,1,0.75,E,0,High,0,Happy,0,0,Happy,226.700000047684,1,High,1047.20000004768
29,1,0.75,E,1,Low,1,Sad,60,0,Happy,349.200000047684,1,High,575.600000023842
30,1,0.75,E,1,Low,1,Sad,100,0,Happy,851.200000047684,1,High,412.099999904633
31,1,0.75,UE,1,Low,0,Happy,40,0,Happy,677.200000047684,1,High,577.399999976158
32,1,0.75,UE,0,High,1,Sad,100,0,Happy,574.599999904633,1,High,349.399999976158
33,1,0.75,E,0,High,0,Happy,40,0,Happy,897.100000023842,1,High,412.100000023842
34,1,0.75,E,0,High,0,Happy,40,0,Happy,780.599999904633,1,High,365.200000047684
35,1,0.75,E,1,Low,1,Sad,80,1,Sad,385,0,Low,471.5
36,1,0.75,E,1,Low,1,Sad,60,1,Sad,466.899999976158,0,Low,503.899999976158
37,1,0.75,E,0,High,0,Happy,40,1,Sad,399.899999976158,0,Low,509.600000023842
38,1,0.75,UE,0,High,1,Sad,80,1,Sad,287.399999976158,0,Low,653.100000023842
39,1,0.75,E,1,Low,1,Sad,60,0,Happy,351,0,Low,696.5
40,1,0.75,E,0,High,0,Happy,40,0,Happy,190.899999976158,1,High,420.799999952316
41,1,0.75,UE,1,Low,0,Happy,20,1,Sad,677.399999976158,1,High,447
42,1,0.75,E,0,High,0,Happy,20,1,Sad,2334.20000004768,1,High,2076.5
43,1,0.75,E,1,Low,1,Sad,100,0,Happy,1512.70000004768,1,High,1592.20000004768
44,1,0.75,UE,0,High,1,Sad,80,1,Sad,1.10000002384186,1,High,759
45,1,0.75,E,1,Low,1,Sad,100,1,Sad,3017.29999995232,0,Low,1502
46,1,0.75,E,0,High,0,Happy,0,1,Sad,450.800000071526,1,High,706.300000071526
47,1,0.75,E,1,Low,1,Sad,80,1,Sad,539.700000047684,1,High,642.400000095367
48,1,0.75,UE,1,Low,0,Happy,20,0,Happy,595.099999904633,1,High,648.399999976158
49,1,0.75,E,0,High,0,Happy,0,0,Happy,657.699999928474,1,High,360.799999952316
50,1,0.75,E,1,Low,1,Sad,80,0,Happy,389.699999928474,1,High,425.600000023842
51,1,0.75,E,0,High,0,Happy,20,1,Sad,138.100000023842,0,Low,677.900000095367
52,1,0.75,UE,0,High,1,Sad,60,0,Happy,230.5,1,High,570.200000047684
53,1,0.75,UE,1,Low,0,Happy,0,1,Sad,197.400000095367,0,Low,713.699999928474
54,1,0.75,E,1,Low,1,Sad,100,1,Sad,193.299999952316,1,High,434.900000095367
55,1,0.75,E,1,Low,1,Sad,100,1,Sad,103.899999976158,1,High,415.5
