Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,NaN,,NaN,1,,4005.6
2,1,0.75,E,1,Low,1,Sad,100,NaN,,3991.8,0,Low,3385.40000000596
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,1137.10000002384,1,High,2072.89999997616
4,1,0.75,E,0,High,0,Happy,20,0,Happy,858.5,1,High,915.699999988079
5,1,0.75,E,0,High,0,Happy,0,0,Happy,832.199999988079,1,High,873.5
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,845.5,1,High,921.800000011921
7,1,0.75,E,1,Low,1,Sad,60,1,Sad,741.300000011921,1,High,1125.5
8,1,0.75,E,0,High,0,Happy,20,0,Happy,758.90000000596,1,High,768
9,1,0.75,UE,1,Low,0,Happy,20,1,Sad,1121.30000001192,1,High,1274.09999999404
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,778,1,High,592.90000000596
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,1456.60000002384,1,High,738.59999999404
12,1,0.75,E,0,High,0,Happy,40,1,Sad,847.299999982119,1,High,543.90000000596
13,1,0.75,E,1,Low,1,Sad,60,1,Sad,585.100000023842,1,High,565.199999988079
14,1,0.75,E,1,Low,1,Sad,60,1,Sad,694.300000011921,1,High,419.800000011921
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,615.90000000596,1,High,376.199999988079
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,692.09999999404,1,High,334.100000023842
17,1,0.75,E,0,High,0,Happy,0,0,Happy,676.699999988079,1,High,524.600000023842
18,1,0.75,E,0,High,0,Happy,20,0,Happy,514.09999999404,1,High,405.40000000596
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,488.100000023842,1,High,342.399999976158
20,1,0.75,E,0,High,0,Happy,0,0,Happy,455,1,High,292.40000000596
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,455.59999999404,1,High,262.399999976158
22,1,0.75,E,0,High,0,Happy,20,0,Happy,514.59999999404,1,High,261
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,722,1,High,329
24,1,0.75,E,0,High,0,Happy,40,0,Happy,1082.30000001192,1,High,241.59999999404
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,490.09999999404,1,High,269.90000000596
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,450.600000023842,1,High,312
27,1,0.75,E,0,High,0,Happy,0,0,Happy,600.40000000596,1,High,280
28,1,0.75,E,0,High,0,Happy,0,0,Happy,400.09999999404,1,High,194
29,1,0.75,E,1,Low,1,Sad,60,1,Sad,402,1,High,243.40000000596
30,1,0.75,E,1,Low,1,Sad,100,1,Sad,436.700000017881,1,High,228.899999976158
31,1,0.75,UE,1,Low,0,Happy,40,0,Happy,464.90000000596,1,High,179.5
32,1,0.75,UE,0,High,1,Sad,100,1,Sad,1293,1,High,228.90000000596
33,1,0.75,E,0,High,0,Happy,40,0,Happy,520.700000017881,1,High,218.09999999404
34,1,0.75,E,0,High,0,Happy,40,0,Happy,637.100000023842,1,High,195.799999982119
35,1,0.75,E,1,Low,1,Sad,80,1,Sad,403.600000023842,1,High,203.09999999404
36,1,0.75,E,1,Low,1,Sad,60,1,Sad,316.699999988079,1,High,207.799999982119
37,1,0.75,E,0,High,0,Happy,40,0,Happy,714.299999982119,1,High,161.200000017881
38,1,0.75,UE,0,High,1,Sad,80,1,Sad,518.90000000596,1,High,246.40000000596
39,1,0.75,E,1,Low,1,Sad,60,0,Happy,404.90000000596,1,High,272.299999982119
40,1,0.75,E,0,High,0,Happy,40,0,Happy,735.90000000596,1,High,186.699999988079
41,1,0.75,UE,1,Low,0,Happy,20,1,Sad,450,1,High,489
42,1,0.75,E,0,High,0,Happy,20,0,Happy,768,1,High,217.09999999404
43,1,0.75,E,1,Low,1,Sad,100,1,Sad,616.40000000596,1,High,676.09999999404
44,1,0.75,UE,0,High,1,Sad,80,1,Sad,430.90000000596,1,High,281
45,1,0.75,E,1,Low,1,Sad,100,1,Sad,400.200000017881,1,High,235.299999982119
46,1,0.75,E,0,High,0,Happy,0,0,Happy,359.90000000596,1,High,211
47,1,0.75,E,1,Low,1,Sad,80,1,Sad,505.09999999404,1,High,210.5
48,1,0.75,UE,1,Low,0,Happy,20,0,Happy,535.40000000596,1,High,190.300000011921
49,1,0.75,E,0,High,0,Happy,0,0,Happy,699.40000000596,1,High,188.5
50,1,0.75,E,1,Low,1,Sad,80,1,Sad,389.800000011921,1,High,237.59999999404
51,1,0.75,E,0,High,0,Happy,20,0,Happy,628.59999999404,1,High,194.199999988079
52,1,0.75,UE,0,High,1,Sad,60,1,Sad,596.699999988079,1,High,222.90000000596
53,1,0.75,UE,1,Low,0,Happy,0,0,Happy,477.09999999404,1,High,180.5
54,1,0.75,E,1,Low,1,Sad,100,1,Sad,422.59999999404,1,High,220.90000000596
55,1,0.75,E,1,Low,1,Sad,100,1,Sad,775.799999982119,1,High,608.800000011921
56,1,0.75,E,0,High,0,Happy,0,0,Happy,318.100000023842,1,High,203.59999999404
57,1,0.75,E,1,Low,1,Sad,100,1,Sad,544.199999988079,1,High,241.5
58,1,0.75,UE,0,High,1,Sad,100,1,Sad,639.799999982119,1,High,225.40000000596
59,1,0.75,E,1,Low,1,Sad,80,1,Sad,708.90000000596,1,High,246.59999999404
60,1,0.75,E,0,High,0,Happy,20,0,Happy,1052.70000001788,1,High,276.90000000596
61,1,0.75,UE,1,Low,0,Happy,40,0,Happy,859.799999982119,1,High,190.399999976158
62,1,0.75,UE,1,Low,0,Happy,20,0,Happy,440,1,High,182.5
63,1,0.75,E,0,High,0,Happy,20,0,Happy,313.90000000596,1,High,185.800000011921
64,1,0.75,E,1,Low,1,Sad,60,1,Sad,1111.59999999404,1,High,170.700000017881
65,1,0.75,E,0,High,0,Happy,40,0,Happy,436,1,High,209.40000000596
66,1,0.75,E,1,Low,1,Sad,80,0,Happy,447.5,0,Low,1265.30000001192
67,1,0.75,UE,1,Low,0,Happy,0,0,Happy,706.600000023842,1,High,196.09999999404
68,1,0.75,E,0,High,0,Happy,40,1,Sad,1860.69999998808,1,High,252.200000017881
69,1,0.75,E,0,High,0,Happy,40,0,Happy,520.300000011921,1,High,236.200000017881
70,1,0.75,E,0,High,0,Happy,0,0,Happy,432.299999982119,1,High,228.59999999404
71,1,0.75,UE,1,Low,0,Happy,0,0,Happy,399.800000011921,1,High,211
72,1,0.75,E,1,Low,1,Sad,60,1,Sad,392.59999999404,1,High,266.5
73,1,0.75,E,0,High,0,Happy,40,1,Sad,419.799999982119,1,High,250.800000011921
74,1,0.75,E,1,Low,1,Sad,100,1,Sad,719.200000017881,1,High,292.40000000596
75,1,0.75,E,1,Low,1,Sad,100,1,Sad,435.799999982119,1,High,264.699999988079
76,1,0.75,E,0,High,0,Happy,20,0,Happy,464.5,1,High,234.5
77,1,0.75,UE,0,High,1,Sad,60,1,Sad,1542.90000000596,0,Low,672.700000017881
78,1,0.75,E,0,High,0,Happy,0,0,Happy,417.59999999404,1,High,254.200000017881
79,1,0.75,E,0,High,0,Happy,40,1,Sad,1730.29999998212,0,Low,344.299999982119
80,1,0.75,UE,0,High,1,Sad,60,1,Sad,536.299999982119,1,High,636.399999976158
81,1,0.75,E,0,High,0,Happy,40,1,Sad,494.700000017881,0,Low,769.09999999404
82,1,0.75,UE,0,High,1,Sad,80,1,Sad,494.40000000596,1,High,550.5
83,1,0.75,E,0,High,0,Happy,0,0,Happy,377.5,1,High,305.300000011921
84,1,0.75,E,0,High,0,Happy,20,0,Happy,462.399999976158,1,High,205.59999999404
85,1,0.75,E,1,Low,1,Sad,100,1,Sad,686.700000017881,1,High,443.40000000596
86,1,0.75,E,1,Low,1,Sad,100,1,Sad,593.90000000596,1,High,236.199999988079
87,1,0.75,UE,1,Low,0,Happy,40,0,Happy,1296.39999997616,0,Low,589.800000011921
88,1,0.75,E,1,Low,1,Sad,80,1,Sad,528.09999999404,1,High,248.399999976158
89,1,0.75,E,0,High,0,Happy,0,0,Happy,410.699999988079,1,High,195.399999976158
90,1,0.75,UE,0,High,1,Sad,60,1,Sad,626.200000017881,0,Low,661
91,1,0.75,E,1,Low,1,Sad,60,1,Sad,688.59999999404,1,High,295.799999982119
92,1,0.75,E,1,Low,1,Sad,80,1,Sad,519.09999999404,0,Low,215.899999976158
93,1,0.75,E,0,High,0,Happy,20,0,Happy,497.90000000596,1,High,216.40000000596
94,1,0.75,E,0,High,0,Happy,20,0,Happy,580.40000000596,1,High,209.399999976158
95,1,0.75,UE,1,Low,0,Happy,40,0,Happy,1221.10000002384,1,High,227.300000011921
96,1,0.75,E,1,Low,1,Sad,80,1,Sad,427.300000011921,1,High,200.300000011921
97,2,0.25,E,1,Low,0,Happy,0,0,Happy,408.199999988079,1,High,164.800000011921
98,2,0.25,UE,1,Low,1,Sad,80,1,Sad,500,1,High,196.199999988079
99,2,0.25,E,1,Low,0,Happy,40,1,Sad,1097.5,1,High,241.799999982119
100,2,0.25,E,1,Low,0,Happy,40,1,Sad,442.59999999404,1,High,238.09999999404
101,2,0.25,E,0,High,1,Sad,60,1,Sad,652.300000011921,0,Low,483.399999976158
102,2,0.25,E,1,Low,0,Happy,20,0,Happy,419.5,1,High,220.40000000596
103,2,0.25,E,0,High,1,Sad,80,1,Sad,697,1,High,210.5
104,2,0.25,UE,1,Low,1,Sad,100,1,Sad,652.09999999404,1,High,237
105,2,0.25,E,1,Low,0,Happy,20,0,Happy,635.5,1,High,168.299999982119
106,2,0.25,UE,1,Low,1,Sad,60,1,Sad,556.800000011921,1,High,456.09999999404
107,2,0.25,UE,0,High,0,Happy,20,0,Happy,1000.5,1,High,196.200000017881
108,2,0.25,E,0,High,1,Sad,100,1,Sad,469.199999988079,1,High,221.5
109,2,0.25,E,1,Low,0,Happy,40,1,Sad,854.300000011921,1,High,364.40000000596
110,2,0.25,E,0,High,1,Sad,80,1,Sad,569.700000017881,1,High,216.300000011921
111,2,0.25,E,0,High,1,Sad,60,1,Sad,567.800000011921,1,High,402.59999999404
112,2,0.25,E,1,Low,0,Happy,0,0,Happy,432.399999976158,1,High,183.5
113,2,0.25,UE,0,High,0,Happy,40,1,Sad,649.799999982119,0,Low,1403.79999998212
114,2,0.25,E,0,High,1,Sad,80,1,Sad,494.59999999404,1,High,306.399999976158
115,2,0.25,E,0,High,1,Sad,100,1,Sad,510.800000011921,1,High,301
116,2,0.25,E,0,High,1,Sad,60,1,Sad,912.5,0,Low,1392.40000000596
117,2,0.25,E,1,Low,0,Happy,0,0,Happy,500.800000011921,1,High,222.300000011921
118,2,0.25,E,1,Low,0,Happy,20,0,Happy,519.90000000596,1,High,355.5
119,2,0.25,UE,0,High,0,Happy,0,0,Happy,435.59999999404,1,High,338.299999982119
120,2,0.25,E,0,High,1,Sad,100,1,Sad,447.699999988079,1,High,275.800000011921
121,3,0.75,E,0,High,0,Happy,0,0,Happy,439.09999999404,1,High,176.59999999404
122,3,0.75,E,0,High,0,Happy,40,0,Happy,588.699999988079,1,High,193.600000023842
123,3,0.75,E,0,High,0,Happy,0,0,Happy,291.699999988079,1,High,209.699999988079
124,3,0.75,E,1,Low,1,Sad,80,1,Sad,453.899999976158,1,High,217.90000000596
125,3,0.75,E,1,Low,1,Sad,60,1,Sad,757.699999988079,1,High,234.100000023842
126,3,0.75,UE,0,High,1,Sad,100,0,Happy,406,0,Low,1239.19999998808
127,3,0.75,E,0,High,0,Happy,20,0,Happy,597.299999982119,1,High,329.800000011921
128,3,0.75,E,0,High,0,Happy,40,0,Happy,1158,1,High,1134.30000001192
129,3,0.75,UE,1,Low,0,Happy,20,0,Happy,537.199999988079,1,High,253.40000000596
130,3,0.75,E,1,Low,1,Sad,100,1,Sad,796.799999982119,1,High,1094.80000001192
131,3,0.75,E,0,High,0,Happy,40,1,Sad,766.5,1,High,260.700000017881
132,3,0.75,UE,1,Low,0,Happy,40,1,Sad,492.5,1,High,246.799999982119
133,3,0.75,UE,0,High,1,Sad,60,1,Sad,630.300000011921,1,High,248.199999988079
134,3,0.75,E,1,Low,1,Sad,80,1,Sad,454.700000017881,1,High,197.199999988079
135,3,0.75,E,1,Low,1,Sad,60,1,Sad,387.600000023842,1,High,192.800000011921
136,3,0.75,E,1,Low,1,Sad,60,1,Sad,563,1,High,216.600000023842
137,3,0.75,E,1,Low,1,Sad,100,1,Sad,416.40000000596,1,High,210.199999988079
138,3,0.75,UE,0,High,1,Sad,80,1,Sad,332.200000017881,1,High,268.09999999404
