Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,1056.89999997616,1,High,847.899999976158
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,725.100000023842,1,High,583.199999928474
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,574.799999952316,1,High,304.199999928474
4,1,0.75,E,0,High,0,Happy,20,0,Happy,669.299999952316,1,High,769.899999976158
5,1,0.75,E,0,High,0,Happy,0,0,Happy,1100.5,1,High,459.600000023842
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,708.300000071526,1,High,690.899999976158
7,1,0.75,E,1,Low,1,Sad,60,0,Happy,1108.29999995232,0,Low,1151.70000004768
8,1,0.75,E,0,High,0,Happy,20,0,Happy,740.899999976158,1,High,730.299999952316
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,989.799999952316,1,High,434
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,679,1,High,365.200000047684
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,1019.30000007153,1,High,507.200000047684
12,1,0.75,E,0,High,0,Happy,40,0,Happy,906.300000071526,0,Low,619.700000047684
13,1,0.75,E,1,Low,1,Sad,60,0,Happy,901.800000071526,0,Low,771.799999952316
14,1,0.75,E,1,Low,1,Sad,60,0,Happy,654.5,0,Low,440
15,1,0.75,E,1,Low,1,Sad,60,0,Happy,508.5,0,Low,414.899999976158
16,1,0.75,UE,0,High,1,Sad,80,0,Happy,2142.39999997616,0,Low,432.600000023842
17,1,0.75,E,0,High,0,Happy,0,0,Happy,727.700000047684,1,High,289.5
18,1,0.75,E,0,High,0,Happy,20,0,Happy,556.099999904633,1,High,297.300000071526
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,794.800000071526,0,Low,322.899999976158
20,1,0.75,E,0,High,0,Happy,0,0,Happy,878.599999904633,1,High,256.899999976158
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,726.400000095367,0,Low,1047.09999990463
22,1,0.75,E,0,High,0,Happy,20,0,Happy,619.5,1,High,235.399999976158
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,843.299999952316,0,Low,594.799999952316
24,1,0.75,E,0,High,0,Happy,40,0,Happy,787.399999976158,1,High,280.799999952316
25,1,0.75,UE,1,Low,0,Happy,0,1,Sad,1106.79999995232,0,Low,449.100000023842
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,740.200000047684,0,Low,437.299999952316
27,1,0.75,E,0,High,0,Happy,0,0,Happy,668.300000071526,1,High,286.599999904633
28,1,0.75,E,0,High,0,Happy,0,0,Happy,469.5,1,High,263.299999952316
29,1,0.75,E,1,Low,1,Sad,60,1,Sad,673.200000047684,1,High,355.5
30,1,0.75,E,1,Low,1,Sad,100,1,Sad,385.200000047684,1,High,232.5
31,1,0.75,UE,1,Low,0,Happy,40,0,Happy,756.5,0,Low,704.5
32,1,0.75,UE,0,High,1,Sad,100,0,Happy,1578.39999997616,1,High,345.400000095367
33,1,0.75,E,0,High,0,Happy,40,0,Happy,763,1,High,482.5
34,1,0.75,E,0,High,0,Happy,40,0,Happy,401.5,1,High,208.099999904633
35,1,0.75,E,1,Low,1,Sad,80,1,Sad,659,0,Low,448.100000023842
36,1,0.75,E,1,Low,1,Sad,60,1,Sad,429,0,Low,295.699999928474
37,1,0.75,E,0,High,0,Happy,40,0,Happy,852.299999952316,1,High,407.899999976158
38,1,0.75,UE,0,High,1,Sad,80,1,Sad,631.200000047684,1,High,397
39,1,0.75,E,1,Low,1,Sad,60,1,Sad,893.099999904633,1,High,807.899999976158
40,1,0.75,E,0,High,0,Happy,40,0,Happy,839.100000023842,1,High,440.600000023842
41,1,0.75,UE,1,Low,0,Happy,20,0,Happy,605.700000047684,1,High,307.699999928474
42,1,0.75,E,0,High,0,Happy,20,0,Happy,635.899999976158,1,High,280.899999976158
43,1,0.75,E,1,Low,1,Sad,100,1,Sad,562.799999952316,1,High,826
44,1,0.75,UE,0,High,1,Sad,80,0,Happy,716,0,Low,1470.69999992847
45,1,0.75,E,1,Low,1,Sad,100,1,Sad,558.899999976158,1,High,412.199999928474
46,1,0.75,E,0,High,0,Happy,0,0,Happy,503.5,1,High,238.700000047684
47,1,0.75,E,1,Low,1,Sad,80,1,Sad,622.899999976158,1,High,508.899999976158
48,1,0.75,UE,1,Low,0,Happy,20,0,Happy,806.600000023842,0,Low,706.600000023842
