Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,884.600000023842,1,High,1674.70000004768
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,586,0,Low,1269
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,522.899999976158,1,High,245
4,1,0.75,E,0,High,0,Happy,20,0,Happy,639.700000047684,1,High,194.200000047684
5,1,0.75,E,0,High,0,Happy,0,0,Happy,300.700000047684,1,High,168
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,586.699999928474,0,Low,357.799999952316
7,1,0.75,E,1,Low,1,Sad,60,1,Sad,948.400000095367,1,High,195.199999928474
8,1,0.75,E,0,High,0,Happy,20,0,Happy,595.600000023842,1,High,205.399999976158
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,816.200000047684,1,High,158.199999928474
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,511.299999952316,1,High,400.100000023842
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,1072.39999997616,0,Low,271.100000023842
12,1,0.75,E,0,High,0,Happy,40,0,Happy,1328.5,0,Low,594.199999928474
13,1,0.75,E,1,Low,1,Sad,60,1,Sad,1419.60000002384,0,Low,407.800000071526
14,1,0.75,E,1,Low,1,Sad,60,1,Sad,826.699999928474,1,High,1523
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,670,1,High,692.700000047684
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,499,1,High,310.600000023842
17,1,0.75,E,0,High,0,Happy,0,0,Happy,940.299999952316,1,High,720.100000023842
18,1,0.75,E,0,High,0,Happy,20,0,Happy,508.199999928474,1,High,196
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,591.100000023842,0,Low,517.600000023842
20,1,0.75,E,0,High,0,Happy,0,0,Happy,656.899999976158,1,High,282.899999976158
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,553.100000023842,1,High,1000.69999992847
22,1,0.75,E,0,High,0,Happy,20,0,Happy,543.600000023842,1,High,217.199999928474
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,688.799999952316,0,Low,651.700000047684
24,1,0.75,E,0,High,0,Happy,40,0,Happy,1410.60000002384,0,Low,236.200000047684
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,1088.5,1,High,183.700000047684
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,892.600000023842,0,Low,334.899999976158
27,1,0.75,E,0,High,0,Happy,0,0,Happy,541.799999952316,1,High,177.399999976158
28,1,0.75,E,0,High,0,Happy,0,0,Happy,565.399999976158,1,High,206.299999952316
29,1,0.75,E,1,Low,1,Sad,60,1,Sad,813.700000047684,1,High,1090.60000002384
30,1,0.75,E,1,Low,1,Sad,100,1,Sad,954.100000023842,1,High,1382.69999992847
31,1,0.75,UE,1,Low,0,Happy,40,1,Sad,1197.20000004768,0,Low,960.300000071526
32,1,0.75,UE,0,High,1,Sad,100,1,Sad,1684.30000007153,1,High,789.300000071526
33,1,0.75,E,0,High,0,Happy,40,0,Happy,1083.60000002384,0,Low,248.199999928474
34,1,0.75,E,0,High,0,Happy,40,0,Happy,3125.80000007153,0,Low,546.799999952316
35,1,0.75,E,1,Low,1,Sad,80,1,Sad,481,1,High,721.400000095367
36,1,0.75,E,1,Low,1,Sad,60,1,Sad,947,0,Low,526.100000023842
37,1,0.75,E,0,High,0,Happy,40,0,Happy,2110.29999995232,0,Low,296.300000071526
38,1,0.75,UE,0,High,1,Sad,80,1,Sad,694.5,1,High,2047.79999995232
39,1,0.75,E,1,Low,1,Sad,60,1,Sad,789.5,1,High,1048.20000004768
40,1,0.75,E,0,High,0,Happy,40,1,Sad,1531.30000007153,0,Low,637.400000095367
41,1,0.75,UE,1,Low,0,Happy,20,0,Happy,753.200000047684,1,High,278.899999976158
42,1,0.75,E,0,High,0,Happy,20,0,Happy,714.399999976158,1,High,151.699999928474
43,1,0.75,E,1,Low,1,Sad,100,1,Sad,1346.19999992847,1,High,360.100000023842
44,1,0.75,UE,0,High,1,Sad,80,1,Sad,601,1,High,612.799999952316
45,1,0.75,E,1,Low,1,Sad,100,1,Sad,468,1,High,212.300000071526
46,1,0.75,E,0,High,0,Happy,0,0,Happy,534.300000071526,1,High,180.299999952316
47,1,0.75,E,1,Low,1,Sad,80,1,Sad,501.299999952316,1,High,187.699999928474
48,1,0.75,UE,1,Low,0,Happy,20,0,Happy,938.299999952316,1,High,263.5
49,1,0.75,E,0,High,0,Happy,0,0,Happy,472.799999952316,1,High,155.899999976158
50,1,0.75,E,1,Low,1,Sad,80,1,Sad,448.399999976158,1,High,216.599999904633
51,1,0.75,E,0,High,0,Happy,20,0,Happy,571.5,1,High,177.200000047684
52,1,0.75,UE,0,High,1,Sad,60,1,Sad,633.5,1,High,1453.70000004768
53,1,0.75,UE,1,Low,0,Happy,0,0,Happy,540,1,High,158.5
54,1,0.75,E,1,Low,1,Sad,100,1,Sad,498.699999928474,1,High,255.5
55,1,0.75,E,1,Low,1,Sad,100,1,Sad,648.5,1,High,684.100000023842
56,1,0.75,E,0,High,0,Happy,0,0,Happy,939.300000071526,1,High,157.199999928474
57,1,0.75,E,1,Low,1,Sad,100,1,Sad,671.799999952316,1,High,1496.89999997616
58,1,0.75,UE,0,High,1,Sad,100,1,Sad,1600.5,1,High,1821.60000002384
59,1,0.75,E,1,Low,1,Sad,80,0,Happy,1636.40000009537,0,Low,170.800000071526
60,1,0.75,E,0,High,0,Happy,20,0,Happy,643.5,1,High,186.5
61,1,0.75,UE,1,Low,0,Happy,40,0,Happy,914.399999976158,0,Low,709.600000023842
62,1,0.75,UE,1,Low,0,Happy,20,0,Happy,1566.10000002384,0,Low,383
63,1,0.75,E,0,High,0,Happy,20,0,Happy,1221,1,High,208.5
64,1,0.75,E,1,Low,1,Sad,60,1,Sad,1120.10000002384,0,Low,407
65,1,0.75,E,0,High,0,Happy,40,0,Happy,2030.10000002384,0,Low,241.199999928474
66,1,0.75,E,1,Low,1,Sad,80,1,Sad,866,1,High,1209
67,1,0.75,UE,1,Low,0,Happy,0,0,Happy,873,1,High,181.899999976158
68,1,0.75,E,0,High,0,Happy,40,1,Sad,1073.29999995232,0,Low,414.200000047684
69,1,0.75,E,0,High,0,Happy,40,0,Happy,1474,0,Low,332.399999976158
70,1,0.75,E,0,High,0,Happy,0,0,Happy,780.200000047684,1,High,648.199999928474
71,1,0.75,UE,1,Low,0,Happy,0,0,Happy,778.899999976158,1,High,223.799999952316
72,1,0.75,E,1,Low,1,Sad,60,1,Sad,689.800000071526,0,Low,447.599999904633
73,1,0.75,E,0,High,0,Happy,40,0,Happy,1491.5,0,Low,173.300000071526
74,1,0.75,E,1,Low,1,Sad,100,1,Sad,740.599999904633,1,High,266.5
75,1,0.75,E,1,Low,1,Sad,100,1,Sad,680.399999976158,1,High,279.599999904633
76,1,0.75,E,0,High,0,Happy,20,0,Happy,668.5,1,High,341
77,1,0.75,UE,0,High,1,Sad,60,1,Sad,585.399999976158,0,Low,1776.5
78,1,0.75,E,0,High,0,Happy,0,0,Happy,465.899999976158,1,High,162.400000095367
79,1,0.75,E,0,High,0,Happy,40,0,Happy,1271.79999995232,0,Low,224.700000047684
80,1,0.75,UE,0,High,1,Sad,60,1,Sad,768.5,0,Low,801.899999976158
81,1,0.75,E,0,High,0,Happy,40,1,Sad,980.799999952316,0,Low,1041.89999997616
82,1,0.75,UE,0,High,1,Sad,80,1,Sad,879.299999952316,1,High,1175.5
83,1,0.75,E,0,High,0,Happy,0,0,Happy,594.099999904633,1,High,208.400000095367
84,1,0.75,E,0,High,0,Happy,20,0,Happy,1227.60000002384,1,High,189.5
85,1,0.75,E,1,Low,1,Sad,100,1,Sad,657.900000095367,0,Low,1057.60000002384
86,1,0.75,E,1,Low,1,Sad,100,1,Sad,655.600000023842,0,Low,1075.29999995232
87,1,0.75,UE,1,Low,0,Happy,40,0,Happy,1011.60000002384,1,High,306.600000023842
