Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,3882,1,High,654.799999952316
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,1284.29999995232,1,High,387.299999952316
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,599.100000143051,1,High,201.799999952316
4,1,0.75,E,0,High,0,Happy,20,0,Happy,377.099999904633,1,High,218
5,1,0.75,E,0,High,0,Happy,0,0,Happy,344.299999952316,1,High,156.400000095367
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,423,1,High,185.899999856949
7,1,0.75,E,1,Low,1,Sad,60,1,Sad,1124.10000014305,0,Low,289
8,1,0.75,E,0,High,0,Happy,20,0,Happy,494.700000047684,1,High,172.699999809265
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,420.299999952316,1,High,169.799999952316
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,323.899999856949,1,High,179.799999952316
11,1,0.75,E,1,Low,1,Sad,60,0,Happy,498.600000143051,1,High,178.5
12,1,0.75,E,0,High,0,Happy,40,0,Happy,502.799999952316,1,High,175
13,1,0.75,E,1,Low,1,Sad,60,0,Happy,917.200000047684,0,Low,253.400000095367
14,1,0.75,E,1,Low,1,Sad,60,0,Happy,503.400000095367,0,Low,931.899999856949
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,552.299999952316,0,Low,873.900000095367
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,419,1,High,241.399999856949
17,1,0.75,E,0,High,0,Happy,0,0,Happy,353,1,High,181.700000047684
18,1,0.75,E,0,High,0,Happy,20,0,Happy,535.599999904633,1,High,172
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,491,1,High,199.100000143051
20,1,0.75,E,0,High,0,Happy,0,0,Happy,602,1,High,163.899999856949
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,941.199999809265,1,High,203.700000047684
22,1,0.75,E,0,High,0,Happy,20,0,Happy,388.5,1,High,174.099999904633
