Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,2051.59999990463,1,High,1102.69999992847
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,1102.29999995232,1,High,701.299999952316
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,685.5,1,High,627.400000095367
4,1,0.75,E,0,High,0,Happy,20,0,Happy,897.600000023842,1,High,1154.19999992847
5,1,0.75,E,0,High,0,Happy,0,0,Happy,580.399999976158,1,High,350.700000047684
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,1003.29999995232,1,High,776.899999976158
7,1,0.75,E,1,Low,1,Sad,60,1,Sad,866,1,High,606.200000047684
8,1,0.75,E,0,High,0,Happy,20,0,Happy,523.900000095367,1,High,350.299999952316
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,991.100000023842,1,High,691.200000047684
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,894.100000023842,1,High,405.100000023842
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,807.5,1,High,487.799999952316
12,1,0.75,E,0,High,0,Happy,40,1,Sad,2346.69999992847,0,Low,604
13,1,0.75,E,1,Low,1,Sad,60,1,Sad,893.100000023842,1,High,484
14,1,0.75,E,1,Low,1,Sad,60,1,Sad,1587.60000002384,1,High,730.100000023842
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,660.199999928474,1,High,337.399999976158
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,585.5,1,High,354.800000071526
17,1,0.75,E,0,High,0,Happy,0,0,Happy,462.600000023842,1,High,306.600000023842
18,1,0.75,E,0,High,0,Happy,20,0,Happy,446.100000023842,1,High,242.5
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,553.100000023842,1,High,251.199999928474
20,1,0.75,E,0,High,0,Happy,0,0,Happy,385.700000047684,1,High,200.400000095367
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,397.299999952316,1,High,227.299999952316
22,1,0.75,E,0,High,0,Happy,20,0,Happy,864.799999952316,1,High,213.399999976158
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,298.5,1,High,195.700000047684
24,1,0.75,E,0,High,0,Happy,40,1,Sad,1528.39999997616,0,Low,1057.19999992847
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,780.099999904633,1,High,214.100000023842
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,372.799999952316,1,High,216.299999952316
27,1,0.75,E,0,High,0,Happy,0,0,Happy,589.199999928474,1,High,186.699999928474
28,1,0.75,E,0,High,0,Happy,0,0,Happy,434.099999904633,1,High,203
29,1,0.75,E,1,Low,1,Sad,60,1,Sad,708,1,High,254.300000071526
30,1,0.75,E,1,Low,1,Sad,100,1,Sad,574.399999976158,1,High,253.399999976158
31,1,0.75,UE,1,Low,0,Happy,40,0,Happy,1739.89999997616,0,Low,424.600000023842
32,1,0.75,UE,0,High,1,Sad,100,1,Sad,730.199999928474,1,High,280
33,1,0.75,E,0,High,0,Happy,40,0,Happy,409.699999928474,1,High,164.899999976158
34,1,0.75,E,0,High,0,Happy,40,0,Happy,1043.60000002384,1,High,186.900000095367
35,1,0.75,E,1,Low,1,Sad,80,1,Sad,498.899999976158,1,High,208.399999976158
36,1,0.75,E,1,Low,1,Sad,60,1,Sad,897.899999976158,1,High,145.299999952316
37,1,0.75,E,0,High,0,Happy,40,0,Happy,1590.30000007153,1,High,202.100000023842
38,1,0.75,UE,0,High,1,Sad,80,1,Sad,524.199999928474,1,High,195.100000023842
39,1,0.75,E,1,Low,1,Sad,60,1,Sad,1897.5,0,Low,590.700000047684
40,1,0.75,E,0,High,0,Happy,40,1,Sad,2343.29999995232,0,Low,276.200000047684
41,1,0.75,UE,1,Low,0,Happy,20,0,Happy,984.299999952316,1,High,198.899999976158
42,1,0.75,E,0,High,0,Happy,20,0,Happy,567.600000023842,1,High,228.899999976158
43,1,0.75,E,1,Low,1,Sad,100,1,Sad,465,1,High,236.299999952316
44,1,0.75,UE,0,High,1,Sad,80,1,Sad,1368.89999997616,1,High,239
45,1,0.75,E,1,Low,1,Sad,100,1,Sad,565.699999928474,1,High,370
46,1,0.75,E,0,High,0,Happy,0,0,Happy,1195.10000002384,1,High,205.5
47,1,0.75,E,1,Low,1,Sad,80,1,Sad,539.799999952316,1,High,196.100000023842
48,1,0.75,UE,1,Low,0,Happy,20,0,Happy,958.300000071526,1,High,219.399999976158
49,1,0.75,E,0,High,0,Happy,0,0,Happy,712.5,1,High,238.300000071526
50,1,0.75,E,1,Low,1,Sad,80,1,Sad,554.199999928474,1,High,216.799999952316
51,1,0.75,E,0,High,0,Happy,20,0,Happy,715.900000095367,1,High,228.200000047684
52,1,0.75,UE,0,High,1,Sad,60,1,Sad,512.399999976158,1,High,174.299999952316
53,1,0.75,UE,1,Low,0,Happy,0,0,Happy,491.400000095367,1,High,161.5
54,1,0.75,E,1,Low,1,Sad,100,1,Sad,350,1,High,132.200000047684
