Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,2220.10000000894,0,Low,856.70000000298
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,1764.5,0,Low,1029.29999999702
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,520,0,Low,551.29999999702
4,1,0.75,E,0,High,0,Happy,20,0,Happy,420.40000000596,1,High,514.800000011921
5,1,0.75,E,0,High,0,Happy,0,0,Happy,283.40000000596,1,High,460.79999999702
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,1084.29999999702,0,Low,1281.40000000596
7,1,0.75,E,1,Low,1,Sad,60,0,Happy,696.40000000596,1,High,509.20000000298
8,1,0.75,E,0,High,0,Happy,20,0,Happy,582.699999988079,1,High,359.79999999702
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,531.20000000298,1,High,362.600000008941
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,485.79999999702,0,Low,490.5
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,435,0,Low,421.70000000298
12,1,0.75,E,0,High,0,Happy,40,0,Happy,446.100000008941,1,High,351.40000000596
13,1,0.75,E,1,Low,1,Sad,60,1,Sad,837.5,0,Low,358.70000000298
14,1,0.75,E,1,Low,1,Sad,60,1,Sad,464.79999999702,0,Low,383.79999999702
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,330.399999991059,0,Low,338.300000011921
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,563.199999988079,0,Low,322.40000000596
17,1,0.75,E,0,High,0,Happy,0,0,Happy,353.79999999702,1,High,307.399999991059
18,1,0.75,E,0,High,0,Happy,20,0,Happy,335.5,1,High,265.600000008941
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,624,0,Low,282.5
20,1,0.75,E,0,High,0,Happy,0,1,Sad,511.40000000596,1,High,1112.30000001192
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,473.100000008941,0,Low,326.29999999702
22,1,0.75,E,0,High,0,Happy,20,0,Happy,553.09999999404,1,High,285.699999988079
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,391.399999991059,0,Low,277.40000000596
24,1,0.75,E,0,High,0,Happy,40,0,Happy,577.20000000298,1,High,218.20000000298
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,422.90000000596,1,High,200.20000000298
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,366.600000008941,0,Low,307.300000011921
27,1,0.75,E,0,High,0,Happy,0,0,Happy,628.399999991059,1,High,253.79999999702
28,1,0.75,E,0,High,0,Happy,0,0,Happy,374.59999999404,1,High,172
29,1,0.75,E,1,Low,1,Sad,60,1,Sad,276.800000011921,0,Low,264.399999991059
30,1,0.75,E,1,Low,1,Sad,100,1,Sad,376.79999999702,0,Low,311.79999999702
