Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,3237.5,1,High,2325.9000005722
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,805.900000572205,1,High,603.300000190735
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,1571.19999980927,1,High,420.199999809265
4,1,0.75,E,0,High,0,Happy,20,0,Happy,446.400000572205,1,High,417.300000190735
5,1,0.75,E,0,High,0,Happy,0,0,Happy,286.39999961853,1,High,314.299999237061
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,525.299999237061,1,High,416.799999237061
7,1,0.75,E,1,Low,1,Sad,60,0,Happy,559.699999809265,1,High,330.699999809265
8,1,0.75,E,0,High,0,Happy,20,0,Happy,385.39999961853,1,High,328.5
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,464.39999961853,1,High,339.89999961853
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,625.800000190735,1,High,596.60000038147
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,404.800000190735,1,High,531.200000762939
12,1,0.75,E,0,High,0,Happy,40,0,Happy,284.60000038147,1,High,443.89999961853
13,1,0.75,E,1,Low,1,Sad,60,0,Happy,848.10000038147,1,High,231.799999237061
14,1,0.75,E,1,Low,1,Sad,60,0,Happy,886,1,High,269.5
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,682.60000038147,1,High,424
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,554.300000190735,1,High,422.400000572205
17,1,0.75,E,0,High,0,Happy,0,0,Happy,363.800000190735,1,High,1100.89999961853
18,1,0.75,E,0,High,0,Happy,20,0,Happy,258.099999427795,1,High,342.599999427795
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,680.700000762939,1,High,412.300000190735
20,1,0.75,E,0,High,0,Happy,0,0,Happy,496.10000038147,1,High,243.800000190735
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,557.199999809265,1,High,367.89999961853
22,1,0.75,E,0,High,0,Happy,20,0,Happy,801.199999809265,1,High,697
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,821.39999961853,1,High,450.89999961853
24,1,0.75,E,0,High,0,Happy,40,1,Sad,639.699999809265,1,High,363.699999809265
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,329.099999427795,1,High,345.400000572205
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,486.5,1,High,407.799999237061
27,1,0.75,E,0,High,0,Happy,0,0,Happy,465.89999961853,1,High,264.099999427795
28,1,0.75,E,0,High,0,Happy,0,0,Happy,290.400000572205,1,High,406.699999809265
29,1,0.75,E,1,Low,1,Sad,60,1,Sad,474.10000038147,1,High,399.699999809265
30,1,0.75,E,1,Low,1,Sad,100,0,Happy,375.699999809265,0,Low,1756.0999994278
31,1,0.75,UE,1,Low,0,Happy,40,0,Happy,626.199999809265,1,High,256.89999961853
32,1,0.75,UE,0,High,1,Sad,100,1,Sad,429.60000038147,1,High,423
33,1,0.75,E,0,High,0,Happy,40,0,Happy,539.900000572205,1,High,239.800000190735
34,1,0.75,E,0,High,0,Happy,40,0,Happy,321.5,1,High,274
35,1,0.75,E,1,Low,1,Sad,80,1,Sad,455.800000190735,1,High,398.39999961853
36,1,0.75,E,1,Low,1,Sad,60,0,Happy,667.300000190735,1,High,389.89999961853
37,1,0.75,E,0,High,0,Happy,40,0,Happy,400.699999809265,1,High,253.800000190735
38,1,0.75,UE,0,High,1,Sad,80,1,Sad,533.699999809265,1,High,392.39999961853
39,1,0.75,E,1,Low,1,Sad,60,1,Sad,564.10000038147,1,High,763.099999427795
40,1,0.75,E,0,High,0,Happy,40,0,Happy,333.300000190735,1,High,301
41,1,0.75,UE,1,Low,0,Happy,20,0,Happy,381.199999809265,1,High,288.199999809265
42,1,0.75,E,0,High,0,Happy,20,0,Happy,315.5,1,High,274.199999809265
43,1,0.75,E,1,Low,1,Sad,100,1,Sad,426.400000572205,1,High,403.300000190735
44,1,0.75,UE,0,High,1,Sad,80,1,Sad,571.60000038147,1,High,381.39999961853
45,1,0.75,E,1,Low,1,Sad,100,0,Happy,342.39999961853,0,Low,2298.5
46,1,0.75,E,0,High,0,Happy,0,0,Happy,358.700000762939,1,High,1129.0999994278
47,1,0.75,E,1,Low,1,Sad,80,1,Sad,503,1,High,498.39999961853
48,1,0.75,UE,1,Low,0,Happy,20,0,Happy,453.199999809265,1,High,376.39999961853
49,1,0.75,E,0,High,0,Happy,0,0,Happy,318.39999961853,1,High,333.5
50,1,0.75,E,1,Low,1,Sad,80,1,Sad,583,1,High,469.60000038147
