Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,1,Sad,1405.10000000894,0,Low,931.09999999404
2,1,0.75,E,1,Low,1,Sad,100,1,Sad,961.20000000298,1,High,1690.09999999404
3,1,0.75,E,1,Low,1,Sad,80,1,Sad,1275,1,High,431
4,1,0.75,E,0,High,0,Happy,20,0,Happy,891.100000008941,1,High,1126.79999999702
5,1,0.75,E,0,High,0,Happy,0,0,Happy,818.29999999702,1,High,555.899999991059
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,1404.70000000298,1,High,702.20000000298
7,1,0.75,E,1,Low,1,Sad,60,0,Happy,1817.39999999106,0,Low,643.899999991059
8,1,0.75,E,0,High,0,Happy,20,0,Happy,799.899999991059,1,High,437.79999999702
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,760.90000000596,1,High,440
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,1110.69999998808,1,High,665.09999999404
11,1,0.75,E,1,Low,1,Sad,60,1,Sad,1606.60000000894,0,Low,493.300000011921
12,1,0.75,E,0,High,0,Happy,40,0,Happy,1020.29999999702,0,Low,869.5
13,1,0.75,E,1,Low,1,Sad,60,0,Happy,1587.29999999702,0,Low,422.90000000596
14,1,0.75,E,1,Low,1,Sad,60,1,Sad,1321,0,Low,515.20000000298
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,635.399999991059,0,Low,499.40000000596
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,676,0,Low,786.20000000298
17,1,0.75,E,0,High,0,Happy,0,0,Happy,773.800000011921,1,High,366.5
18,1,0.75,E,0,High,0,Happy,20,0,Happy,471.5,1,High,412.20000000298
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,881,1,High,499.59999999404
20,1,0.75,E,0,High,0,Happy,0,0,Happy,585.199999988079,1,High,395.40000000596
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,585.100000008941,1,High,615.70000000298
22,1,0.75,E,0,High,0,Happy,20,0,Happy,1160.79999999702,1,High,679.600000008941
23,1,0.75,E,1,Low,1,Sad,60,1,Sad,1144.09999999404,0,Low,433.5
24,1,0.75,E,0,High,0,Happy,40,0,Happy,762.399999991059,0,Low,520.699999988079
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,771.100000008941,1,High,342.20000000298
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,771.90000000596,1,High,449.20000000298
