Trial_N,Block_N,Contingency,Expectedness,Cue_idx,Cue_name,Outcome_idx,Outcome_name,Outcome_p_sad,Response_idx,Response_name,Response_RT,Confidence_idx,Confidence_name,Confidence_RT
1,1,0.75,E,1,Low,1,Sad,80,NaN,,3996.7,1,,3996.5
2,1,0.75,E,1,Low,1,Sad,100,NaN,,3996.8,1,,3996.3
3,1,0.75,E,1,Low,1,Sad,80,NaN,,3996.8,1,,3996.6
4,1,0.75,E,0,High,0,Happy,20,0,Happy,1423.69999999925,1,High,1511
5,1,0.75,E,0,High,0,Happy,0,0,Happy,653.300000000745,1,High,602.89999999851
6,1,0.75,UE,0,High,1,Sad,100,1,Sad,714.599999997765,1,High,1077.69999999925
7,1,0.75,E,1,Low,1,Sad,60,0,Happy,1909,1,High,817.5
8,1,0.75,E,0,High,0,Happy,20,0,Happy,716.599999997765,1,High,685.5
9,1,0.75,UE,1,Low,0,Happy,20,0,Happy,979.900000002235,1,High,762.60000000149
10,1,0.75,E,1,Low,1,Sad,100,1,Sad,725.199999999255,1,High,623.20000000298
11,1,0.75,E,1,Low,1,Sad,60,0,Happy,1798.69999999925,0,Low,727.699999999255
12,1,0.75,E,0,High,0,Happy,40,0,Happy,1057.30000000075,1,High,1043
13,1,0.75,E,1,Low,1,Sad,60,1,Sad,872.400000002235,0,Low,1297.19999999925
14,1,0.75,E,1,Low,1,Sad,60,1,Sad,750.099999997765,0,Low,1314.90000000224
15,1,0.75,E,1,Low,1,Sad,60,1,Sad,704.800000000745,0,Low,580.60000000149
16,1,0.75,UE,0,High,1,Sad,80,1,Sad,789.199999999255,0,Low,1407.80000000075
17,1,0.75,E,0,High,0,Happy,0,0,Happy,728.5,1,High,408.900000002235
18,1,0.75,E,0,High,0,Happy,20,0,Happy,673.89999999851,1,High,273.199999999255
19,1,0.75,E,1,Low,1,Sad,80,1,Sad,612.300000000745,0,Low,1129.20000000298
20,1,0.75,E,0,High,0,Happy,0,0,Happy,507.70000000298,1,High,471.800000000745
21,1,0.75,UE,0,High,1,Sad,100,1,Sad,835.599999997765,1,High,840.60000000149
22,1,0.75,E,0,High,0,Happy,20,0,Happy,831.699999999255,1,High,851.699999999255
23,1,0.75,E,1,Low,1,Sad,60,0,Happy,900.60000000149,1,High,384.800000000745
24,1,0.75,E,0,High,0,Happy,40,0,Happy,799.10000000149,1,High,762.800000000745
25,1,0.75,UE,1,Low,0,Happy,0,0,Happy,583.400000002235,1,High,346
26,1,0.75,E,1,Low,1,Sad,80,1,Sad,540.5,1,High,644.699999999255
27,1,0.75,E,0,High,0,Happy,0,0,Happy,650.39999999851,1,High,249.900000002235
28,1,0.75,E,0,High,0,Happy,0,0,Happy,590.300000000745,1,High,211.10000000149
29,1,0.75,E,1,Low,1,Sad,60,1,Sad,590.400000002235,1,High,449
30,1,0.75,E,1,Low,1,Sad,100,1,Sad,885.900000002235,1,High,433.39999999851
31,1,0.75,UE,1,Low,0,Happy,40,0,Happy,556.39999999851,1,High,419.20000000298
32,1,0.75,UE,0,High,1,Sad,100,1,Sad,654.60000000149,1,High,900.199999999255
33,1,0.75,E,0,High,0,Happy,40,0,Happy,556.39999999851,1,High,381.5
