ID,Safe_om2,Safe_al,Safe_logal,Safe_zeta0,Safe_logzeta0,Safe_zeta1,Safe_beta0,Safe_beta1,Safe_beta2,Safe_beta3,Safe_beta4,Safe_sa,Safe_logsa,Threat_om2,Threat_al,Threat_logal,Threat_zeta0,Threat_logzeta0,Threat_zeta1,Threat_beta0,Threat_beta1,Threat_beta2,Threat_beta3,Threat_beta4,Threat_sa,Threat_logsa,Delta_om2,Delta_al,Delta_logal,Delta_zeta0,Delta_logzeta0,Delta_zeta1,Delta_beta0,Delta_beta1,Delta_beta2,Delta_beta3,Delta_beta4,Delta_sa,Delta_logsa
10369536,-4.49588709495123,0.0436013896465054,-3.1326662565088,0.663965208067072,-0.409525528367848,4.34940588606953,7.26398746225144,-0.00215675725822572,-3.26482545440787,-1.67519101507981,0.336707986382907,0.123315307597432,-2.09301072730902,-1.22155721572652,0.0422928210820627,-3.16313792170506,0.69191223062601,-0.368296165764101,3.84440954303552,6.05867601752314,-0.00560283684473912,0.393311818530896,1.04323273247092,0.727623613397526,0.120334968173833,-2.11747602347753,3.2743298792247,-0.00130856856444275,-0.0304716651962607,0.0279470225589379,0.0412293626037474,-0.504996343034008,-1.2053114447283,-0.0034460795865134,3.65813727293877,2.71842374755073,0.390915627014619,-0.00298033942359976,-0.0244652961685103
10369701,-2.57578680924931,0.0532498355492094,-2.93276056267513,0.359139750931209,-1.02404368788311,1.71193687802781,6.24447291675728,0.113848536111421,2.2273642779796,-1.1933724495575,0.64791683516586,0.154025984541054,-1.87063396001588,0.207930876078655,0.178988702812762,-1.72043258791095,0.135447997857094,-1.99916749197708,2.21935905280181,5.5967707066957,-0.00849780121363151,2.5617833513826,0.365042133675024,0.348264273555506,0.672316298688477,-0.397026366623145,2.78371768532797,0.125738867263552,1.21232797476418,-0.223691753074115,-0.975123804093975,0.507422174773996,-0.647702210061581,-0.122346337325052,0.334419073402993,1.55841458323253,-0.299652561610354,0.518290314147423,1.47360759339274
10369772,-0.834049059010669,0.0928350779002268,-2.37693071599744,0.361254932426189,-1.01817138587379,1.2460212872983,5.93136834998302,0.132947976892124,1.55798920730451,-1.36318620701983,0.261467017575183,0.355066103677666,-1.03545129929847,0.705394696428276,0.0340688145469376,-3.37937284254515,0.217230588393623,-1.5267958702965,-0.240180638910886,5.81664633334792,0.0899449807600632,1.44017205228968,-0.376675538184873,0.405325414986861,0.19027931868093,-1.65926218803762,1.53944375543894,-0.0587662633532892,-1.00244212654771,-0.144024344032566,-0.508624484422715,-1.48620192620918,-0.114722016635099,-0.0430029961320604,-0.117817155014827,0.986510668834959,0.143858397411678,-0.164786784996736,-0.623810888739143
10369779,-1.9204416086281,0.0299647572034312,-3.50773334777689,0.373778184177191,-0.984092747950627,1.30864205260847,6.97356105470083,0.133868897305015,-0.554458262385543,-4.59836267913443,0.844359603639409,0.161603886229769,-1.82260708473276,-2.73494038181399,0.0408954571362184,-3.19673629456648,0.499401523323563,-0.694344850833621,2.22970607163134,6.11283593056812,0.0791992011686129,1.4101525824062,-2.39957201282549,0.602125217338875,0.102436470114571,-2.27851247632172,-0.814498773185888,0.0109306999327872,0.310997053210412,0.125623339146372,0.289747897117006,0.921064019022872,-0.86072512413271,-0.0546696961364024,1.96461084479174,2.19879066630894,-0.242234386300534,-0.0591674161151982,-0.455905391588954
10369781,-2.92051578218553,0.0552337737824143,-2.89618066891493,0.422662157411818,-0.861182101294012,1.43987440487571,6.33666743341351,0.116951058196012,1.35421476485818,-3.38483687502375,0.463564901860373,0.108140639212456,-2.22432268407427,-1.65045982448609,0.0553226993225037,-2.89457197868143,0.372345656588139,-0.987932671756848,-0.748644579172055,6.61637454283852,-0.0270168645694644,-1.26648379126762,-0.0206607226688394,0.585735705074812,0.169068934626621,-1.77744875002757,1.27005595769945,8.89255400894143e-05,0.00160869023349619,-0.0503165008236791,-0.126750570462836,-2.18851898404777,0.279707109425014,-0.143967922765477,-2.6206985561258,3.36417615235491,0.122170803214439,0.0609282954141654,0.446873934046699
10369795,-4.04486749952092,0.0637820793783665,-2.75228301557409,1.91403078253802,0.649211375732169,3.47579868122442,6.13519276556357,0.0907995342545962,1.29786045819506,-3.10221932448633,-0.0850132717975731,0.181164301445695,-1.70835091667175,-2.15979695926693,0.049520697330901,-3.00536456890161,1.40986936141207,0.343497048616865,4.88815393427019,5.91598390313606,0.109479235651967,1.60619775057296,-1.20389785673233,-0.0721183391083779,0.126518663304096,-2.06736544569617,1.88507054025399,-0.0142613820474655,-0.253081553327521,-0.504161421125951,-0.305714327115304,1.41235525304576,-0.21920886242751,0.0186797013973705,0.308337292377903,1.898321467754,0.0128949326891952,-0.0546456381415983,-0.359014529024414
10369812,-1.46480461311408,0.0251576777134928,-3.68259215214545,0.58392071431462,-0.53799006853046,2.35341165979853,6.21279022540812,0.255098555360214,3.10304692307584,-3.65558254159346,1.12629785698556,0.17678938131649,-1.73279619100938,0.0607275980488746,0.0213847165056927,-3.84507879408075,0.542766270528702,-0.611076492729809,1.26703656665187,6.5776391235123,0.100061089651015,-0.344930409887012,-0.81200849133428,0.483679251394162,0.108250139264705,-2.22331062559039,1.52553221116295,-0.00377296120780009,-0.162486641935292,-0.0411544437859174,-0.0730864241993494,-1.08637509314665,0.364848898104181,-0.155037465709199,-3.44797733296286,2.84357405025918,-0.642618605591402,-0.0685392420517858,-0.490514434581008
10369815,-5.95145104694775,0.042639623238041,-3.15497133504442,1.39196242911356,0.330714570968639,-1.25397426182219,6.11696203727397,0.130641737650072,-0.465938190238808,0.0104052867822077,1.81663580670197,0.112505929552351,-2.18474935159462,-2.10436095691757,0.0225825616572253,-3.79057727863402,0.484047083432569,-0.725573097177524,-1.79820144306288,6.40645877229487,-0.0124627797081334,-0.790488934135801,-1.25897018063215,2.14887526862055,0.108711167966843,-2.21906074894718,3.84709009003018,-0.0200570615808157,-0.635605943589592,-0.907915345680995,-1.05628766814616,-0.544227181240694,0.289496735020899,-0.143104517358205,-0.324550743896993,-1.26937546741436,0.332239461918573,-0.00379476158550839,-0.0343113973525573
10369821,-2.46441369313153,0.030926280049242,-3.47614896950712,0.613012355769805,-0.48937018701773,-0.518403684636277,6.69470689953066,0.151031844104313,0.481978762989435,-5.97978628084163,0.810746298987808,0.0769821848720286,-2.56418124919586,0.847112762145492,0.025785752467663,-3.65793316952522,0.492173720015605,-0.708923535348632,0.209640520944216,5.80499578101791,0.0343109364564602,0.553257369678657,0.39462029977207,0.527529442447238,0.0625258429974084,-2.77217531974383,3.31152645527702,-0.00514052758157895,-0.181784200018099,-0.1208386357542,-0.219553348330902,0.728044205580493,-0.889711118512746,-0.116720907647853,0.0712786066892214,6.3744065806137,-0.283216856540571,-0.0144563418746202,-0.207994070547972
10369833,-2.32764222687235,0.00663789888878024,-5.01495979798171,0.141167241827908,-1.95780997922471,0.0335092483552075,6.32867288301882,0.14721742248165,0.702663230096739,-3.78219704845463,1.31229183067897,0.160809320846945,-1.82753595845113,-2.24454525372097,0.0230377836221474,-3.77061964473708,0.630570240296682,-0.461130725663692,0.713315382120389,5.70805147488761,0.0580794194608817,0.537790378320686,0.685781088522368,1.77346630492514,0.154373786574854,-1.86837843187465,0.0830969731513802,0.0163998847333671,1.24434015324463,0.489402998468774,1.49667925356102,0.679806133765182,-0.62062140813121,-0.0891380030207684,-0.164872851776053,4.46797813697699,0.461174474246167,-0.00643553427209065,-0.0408424734235178
